Shelf ID,Person ID,Date,Time,Day,Age,Gender,Height,Weight,Married status,Item ID,Looking at item (s),Holding the item (s),Holding the bag,Picking up item,Returning item,Putting item into bag,Taking item out of bag,Putting item into bag in the 2nd time
2,3,2024-07-06,10:36:00,Saturday,43,Male,173,68,Married,5,22,27,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2,3,2024-07-06,10:37:00,Saturday,43,Male,173,68,Married,7,27,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,3,2024-07-06,10:38:00,Saturday,43,Male,173,68,Married,8,30,34,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,3,2024-07-06,10:40:00,Saturday,43,Male,173,68,Married,3,36,37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2,3,2024-07-06,10:42:00,Saturday,43,Male,173,68,Married,6,35,37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0,4,2024-07-06,10:35:00,Saturday,70,Male,175,77,Married,5,22,23,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0,4,2024-07-06,10:39:00,Saturday,70,Male,175,77,Married,0,15,30,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
0,4,2024-07-06,10:40:00,Saturday,70,Male,175,77,Married,8,33,37,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
0,4,2024-07-06,10:43:00,Saturday,70,Male,175,77,Married,1,31,28,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
0,4,2024-07-06,10:44:00,Saturday,70,Male,175,77,Married,6,23,38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7,5,2024-07-06,10:41:00,Saturday,63,Female,162,48,Married,3,36,32,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
7,5,2024-07-06,10:44:00,Saturday,63,Female,162,48,Married,12,24,26,TRUE,TRUE,TRUE,FALSE,,TRUE
7,5,2024-07-06,10:46:00,Saturday,63,Female,162,48,Married,15,31,34,TRUE,TRUE,TRUE,,FALSE,TRUE
7,5,2024-07-06,10:51:00,Saturday,63,Female,162,48,Married,14,15,15,TRUE,TRUE,TRUE,,TRUE,TRUE
7,5,2024-07-06,10:53:00,Saturday,63,Female,162,48,Married,10,22,34,TRUE,TRUE,TRUE,FALSE,,FALSE
7,5,2024-07-06,10:55:00,Saturday,63,Female,162,48,Married,12,20,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,5,2024-07-06,10:58:00,Saturday,63,Female,162,48,Married,24,26,39,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
3,6,2024-07-06,10:53:00,Saturday,40,Male,177,88,Married,23,30,19,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
3,6,2024-07-06,10:54:00,Saturday,40,Male,177,88,Married,16,23,15,TRUE,TRUE,FALSE,TRUE,FALSE,
3,6,2024-07-06,10:57:00,Saturday,40,Male,177,88,Married,22,24,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3,6,2024-07-06,10:58:00,Saturday,40,Male,177,88,Married,13,25,27,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
3,6,2024-07-06,11:02:00,Saturday,40,Male,177,88,Married,18,60,16,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,6,2024-07-06,11:05:00,Saturday,40,Male,177,88,Married,8,68,24,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,6,2024-07-06,11:06:00,Saturday,40,Male,177,88,Married,7,64,20,TRUE,TRUE,FALSE,TRUE,FALSE,
4,6,2024-07-06,11:09:00,Saturday,40,Male,177,88,Married,11,31,32,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,6,2024-07-06,11:13:00,Saturday,40,Male,177,88,Married,17,33,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,7,2024-07-06,11:03:00,Saturday,68,Female,151,55,Married,8,24,21,TRUE,TRUE,TRUE,,,
0,7,2024-07-06,11:08:00,Saturday,68,Female,151,55,Married,8,15,27,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,7,2024-07-06,11:09:00,Saturday,68,Female,151,55,Married,8,19,18,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
0,7,2024-07-06,11:10:00,Saturday,68,Female,151,55,Married,4,39,18,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
7,7,2024-07-06,11:14:00,Saturday,68,Female,151,55,Married,12,20,34,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,7,2024-07-06,11:16:00,Saturday,68,Female,151,55,Married,0,31,22,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,7,2024-07-06,11:18:00,Saturday,68,Female,151,55,Married,17,24,19,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
0,7,2024-07-06,11:22:00,Saturday,68,Female,151,55,Married,5,16,24,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,8,2024-07-06,11:11:00,Saturday,18,Male,177,61,Married,12,21,18,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
4,8,2024-07-06,11:13:00,Saturday,18,Male,177,61,Married,10,29,36,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,8,2024-07-06,11:14:00,Saturday,18,Male,177,61,Married,5,17,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
4,8,2024-07-06,11:17:00,Saturday,18,Male,177,61,Married,0,27,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
4,8,2024-07-06,11:20:00,Saturday,18,Male,177,61,Married,3,19,18,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5,8,2024-07-06,11:24:00,Saturday,18,Male,177,61,Married,4,24,23,TRUE,TRUE,FALSE,TRUE,FALSE,
5,8,2024-07-06,11:25:00,Saturday,18,Male,177,61,Married,7,33,24,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
5,8,2024-07-06,11:27:00,Saturday,18,Male,177,61,Married,1,56,50,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
5,8,2024-07-06,11:32:00,Saturday,18,Male,177,61,Married,15,33,38,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
5,8,2024-07-06,11:34:00,Saturday,18,Male,177,61,Married,11,26,27,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
5,8,2024-07-06,11:38:00,Saturday,18,Male,177,61,Married,13,34,32,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
7,8,2024-07-06,11:43:00,Saturday,18,Male,177,61,Married,13,26,20,TRUE,TRUE,TRUE,FALSE,,FALSE
7,8,2024-07-06,11:47:00,Saturday,18,Male,177,61,Married,6,52,57,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,8,2024-07-06,11:52:00,Saturday,18,Male,177,61,Married,7,58,57,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
7,8,2024-07-06,11:55:00,Saturday,18,Male,177,61,Married,8,17,39,TRUE,TRUE,TRUE,TRUE,FALSE,
7,8,2024-07-06,11:56:00,Saturday,18,Male,177,61,Married,0,22,27,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,8,2024-07-06,11:59:00,Saturday,18,Male,177,61,Married,4,22,29,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
7,8,2024-07-06,12:03:00,Saturday,18,Male,177,61,Married,8,37,19,TRUE,TRUE,FALSE,FALSE,TRUE,
7,8,2024-07-06,12:04:00,Saturday,18,Male,177,61,Married,4,28,38,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,8,2024-07-06,12:09:00,Saturday,18,Male,177,61,Married,9,34,37,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
7,8,2024-07-06,12:13:00,Saturday,18,Male,177,61,Married,15,18,22,TRUE,TRUE,TRUE,,TRUE,TRUE
7,8,2024-07-06,12:17:00,Saturday,18,Male,177,61,Married,8,25,22,TRUE,TRUE,TRUE,FALSE,,
1,9,2024-07-06,11:17:00,Saturday,43,Male,175,65,Married,14,4,14,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2,10,2024-07-06,11:30:00,Saturday,32,Female,161,43,Married,0,30,20,FALSE,TRUE,TRUE,FALSE,,FALSE
0,10,2024-07-06,11:32:00,Saturday,32,Female,161,43,Married,0,20,36,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
0,10,2024-07-06,11:34:00,Saturday,32,Female,161,43,Married,2,15,32,FALSE,TRUE,TRUE,,TRUE,FALSE
0,10,2024-07-06,11:38:00,Saturday,32,Female,161,43,Married,5,17,38,FALSE,TRUE,FALSE,FALSE,,TRUE
4,11,2024-07-06,11:36:00,Saturday,72,Female,153,52,Married,3,68,16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
4,11,2024-07-06,11:37:00,Saturday,72,Female,153,52,Married,17,33,21,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5,11,2024-07-06,11:42:00,Saturday,72,Female,153,52,Married,14,27,16,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
5,11,2024-07-06,11:46:00,Saturday,72,Female,153,52,Married,11,32,30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1,12,2024-07-06,11:39:00,Saturday,62,Female,163,58,Married,3,32,24,TRUE,TRUE,TRUE,FALSE,FALSE,
3,12,2024-07-06,11:44:00,Saturday,62,Female,163,58,Married,19,39,33,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
3,12,2024-07-06,11:47:00,Saturday,62,Female,163,58,Married,18,31,29,TRUE,TRUE,TRUE,TRUE,FALSE,
3,12,2024-07-06,11:49:00,Saturday,62,Female,163,58,Married,10,15,18,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
3,12,2024-07-06,11:53:00,Saturday,62,Female,163,58,Married,2,22,24,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3,12,2024-07-06,11:58:00,Saturday,62,Female,163,58,Married,20,58,51,TRUE,TRUE,FALSE,TRUE,FALSE,
1,12,2024-07-06,12:02:00,Saturday,62,Female,163,58,Married,1,39,20,TRUE,TRUE,TRUE,TRUE,,FALSE
1,12,2024-07-06,12:04:00,Saturday,62,Female,163,58,Married,12,18,24,TRUE,TRUE,TRUE,FALSE,,FALSE
0,12,2024-07-06,12:05:00,Saturday,62,Female,163,58,Married,4,36,31,TRUE,TRUE,FALSE,TRUE,FALSE,
0,12,2024-07-06,12:10:00,Saturday,62,Female,163,58,Married,10,15,29,TRUE,TRUE,TRUE,FALSE,,TRUE
0,12,2024-07-06,12:11:00,Saturday,62,Female,163,58,Married,0,28,17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,12,2024-07-06,12:12:00,Saturday,62,Female,163,58,Married,5,21,32,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,12,2024-07-06,12:15:00,Saturday,62,Female,163,58,Married,4,27,36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0,13,2024-07-06,11:41:00,Saturday,21,Male,179,84,Single,4,28,28,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,13,2024-07-06,11:44:00,Saturday,21,Male,179,84,Single,2,34,36,TRUE,TRUE,FALSE,FALSE,TRUE,
0,13,2024-07-06,11:45:00,Saturday,21,Male,179,84,Single,12,17,16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5,13,2024-07-06,11:48:00,Saturday,21,Male,179,84,Single,8,60,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
6,13,2024-07-06,11:50:00,Saturday,21,Male,179,84,Single,16,12,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6,13,2024-07-06,11:53:00,Saturday,21,Male,179,84,Single,1,35,17,TRUE,TRUE,TRUE,TRUE,TRUE,
6,13,2024-07-06,11:58:00,Saturday,21,Male,179,84,Single,4,31,35,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
4,13,2024-07-06,12:00:00,Saturday,21,Male,179,84,Single,18,19,28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4,13,2024-07-06,12:03:00,Saturday,21,Male,179,84,Single,7,60,30,TRUE,TRUE,TRUE,FALSE,FALSE,
4,13,2024-07-06,12:07:00,Saturday,21,Male,179,84,Single,13,16,32,TRUE,TRUE,TRUE,TRUE,,FALSE
4,13,2024-07-06,12:08:00,Saturday,21,Male,179,84,Single,11,29,30,TRUE,TRUE,TRUE,,FALSE,FALSE
0,13,2024-07-06,12:11:00,Saturday,21,Male,179,84,Single,0,28,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,13,2024-07-06,12:16:00,Saturday,21,Male,179,84,Single,8,63,31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0,13,2024-07-06,12:19:00,Saturday,21,Male,179,84,Single,9,64,25,TRUE,TRUE,TRUE,,,TRUE
0,13,2024-07-06,12:22:00,Saturday,21,Male,179,84,Single,1,22,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,13,2024-07-06,12:24:00,Saturday,21,Male,179,84,Single,11,15,39,TRUE,TRUE,TRUE,,FALSE,TRUE
1,14,2024-07-06,11:53:00,Saturday,73,Male,170,88,Married,16,30,26,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,14,2024-07-06,11:55:00,Saturday,73,Male,170,88,Married,15,18,36,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,14,2024-07-06,11:56:00,Saturday,73,Male,170,88,Married,11,36,15,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1,14,2024-07-06,11:58:00,Saturday,73,Male,170,88,Married,16,33,17,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,14,2024-07-06,12:02:00,Saturday,73,Male,170,88,Married,8,64,34,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
7,14,2024-07-06,12:07:00,Saturday,73,Male,170,88,Married,11,28,38,TRUE,TRUE,TRUE,,FALSE,FALSE
7,14,2024-07-06,12:11:00,Saturday,73,Male,170,88,Married,2,24,29,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
7,14,2024-07-06,12:12:00,Saturday,73,Male,170,88,Married,6,53,50,TRUE,TRUE,TRUE,FALSE,TRUE,
7,14,2024-07-06,12:15:00,Saturday,73,Male,170,88,Married,12,16,30,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,14,2024-07-06,12:16:00,Saturday,73,Male,170,88,Married,10,15,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,14,2024-07-06,12:19:00,Saturday,73,Male,170,88,Married,11,21,15,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,15,2024-07-06,12:06:00,Saturday,57,Male,171,59,Single,2,38,38,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,15,2024-07-06,12:08:00,Saturday,57,Male,171,59,Single,7,21,39,TRUE,TRUE,TRUE,,TRUE,FALSE
1,15,2024-07-06,12:10:00,Saturday,57,Male,171,59,Single,17,16,28,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,15,2024-07-06,12:14:00,Saturday,57,Male,171,59,Single,6,26,21,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,15,2024-07-06,12:17:00,Saturday,57,Male,171,59,Single,0,39,18,TRUE,TRUE,TRUE,,TRUE,TRUE
1,15,2024-07-06,12:20:00,Saturday,57,Male,171,59,Single,17,39,36,TRUE,TRUE,TRUE,,FALSE,TRUE
2,15,2024-07-06,12:24:00,Saturday,57,Male,171,59,Single,4,18,24,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2,15,2024-07-06,12:29:00,Saturday,57,Male,171,59,Single,3,35,32,TRUE,TRUE,TRUE,FALSE,TRUE,
2,15,2024-07-06,12:31:00,Saturday,57,Male,171,59,Single,5,17,22,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2,15,2024-07-06,12:35:00,Saturday,57,Male,171,59,Single,0,23,17,TRUE,TRUE,TRUE,FALSE,FALSE,
2,15,2024-07-06,12:37:00,Saturday,57,Male,171,59,Single,8,19,28,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
2,15,2024-07-06,12:41:00,Saturday,57,Male,171,59,Single,3,30,28,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2,16,2024-07-06,12:14:00,Saturday,49,Male,178,85,Married,6,66,28,FALSE,TRUE,TRUE,TRUE,FALSE,
1,16,2024-07-06,12:18:00,Saturday,49,Male,178,85,Married,6,65,32,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1,16,2024-07-06,12:20:00,Saturday,49,Male,178,85,Married,1,25,16,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
2,17,2024-07-06,12:27:00,Saturday,29,Male,176,86,Single,7,67,29,TRUE,TRUE,FALSE,FALSE,TRUE,
2,17,2024-07-06,12:32:00,Saturday,29,Male,176,86,Single,2,25,31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,17,2024-07-06,12:36:00,Saturday,29,Male,176,86,Single,5,20,20,TRUE,TRUE,TRUE,FALSE,,
2,17,2024-07-06,12:41:00,Saturday,29,Male,176,86,Single,0,27,33,TRUE,TRUE,FALSE,FALSE,,TRUE
4,17,2024-07-06,12:46:00,Saturday,29,Male,176,86,Single,15,22,35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3,17,2024-07-06,12:49:00,Saturday,29,Male,176,86,Single,4,18,29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
3,17,2024-07-06,12:54:00,Saturday,29,Male,176,86,Single,0,20,28,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
5,17,2024-07-06,12:56:00,Saturday,29,Male,176,86,Single,5,38,16,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
5,17,2024-07-06,13:01:00,Saturday,29,Male,176,86,Single,3,18,25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5,17,2024-07-06,13:02:00,Saturday,29,Male,176,86,Single,14,15,31,TRUE,TRUE,TRUE,FALSE,TRUE,
5,17,2024-07-06,13:03:00,Saturday,29,Male,176,86,Single,11,32,34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
6,17,2024-07-06,13:07:00,Saturday,29,Male,176,86,Single,16,34,36,TRUE,TRUE,FALSE,FALSE,,FALSE
6,17,2024-07-06,13:09:00,Saturday,29,Male,176,86,Single,1,7,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
6,17,2024-07-06,13:14:00,Saturday,29,Male,176,86,Single,10,34,23,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,18,2024-07-06,12:29:00,Saturday,47,Female,162,55,Married,7,16,36,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
0,18,2024-07-06,12:30:00,Saturday,47,Female,162,55,Married,3,24,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,18,2024-07-06,12:34:00,Saturday,47,Female,162,55,Married,9,20,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,18,2024-07-06,12:35:00,Saturday,47,Female,162,55,Married,9,27,30,TRUE,TRUE,TRUE,FALSE,FALSE,
7,18,2024-07-06,12:37:00,Saturday,47,Female,162,55,Married,10,39,19,TRUE,TRUE,TRUE,,TRUE,FALSE
7,18,2024-07-06,12:42:00,Saturday,47,Female,162,55,Married,6,59,51,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,18,2024-07-06,12:45:00,Saturday,47,Female,162,55,Married,1,39,28,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
7,18,2024-07-06,12:50:00,Saturday,47,Female,162,55,Married,8,19,32,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,18,2024-07-06,12:52:00,Saturday,47,Female,162,55,Married,13,18,23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
7,18,2024-07-06,12:53:00,Saturday,47,Female,162,55,Married,12,31,23,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
7,18,2024-07-06,12:57:00,Saturday,47,Female,162,55,Married,13,33,30,TRUE,TRUE,FALSE,FALSE,FALSE,
7,18,2024-07-06,13:02:00,Saturday,47,Female,162,55,Married,11,15,25,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
7,18,2024-07-06,13:05:00,Saturday,47,Female,162,55,Married,14,32,28,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,18,2024-07-06,13:09:00,Saturday,47,Female,162,55,Married,1,17,33,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,18,2024-07-06,13:14:00,Saturday,47,Female,162,55,Married,3,37,28,TRUE,TRUE,TRUE,,FALSE,TRUE
0,18,2024-07-06,13:18:00,Saturday,47,Female,162,55,Married,7,36,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,19,2024-07-06,12:40:00,Saturday,41,Female,153,47,Married,9,20,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0,19,2024-07-06,12:42:00,Saturday,41,Female,153,47,Married,11,18,33,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0,19,2024-07-06,12:46:00,Saturday,41,Female,153,47,Married,3,27,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
0,19,2024-07-06,12:47:00,Saturday,41,Female,153,47,Married,2,25,30,TRUE,TRUE,TRUE,TRUE,,TRUE
5,19,2024-07-06,12:48:00,Saturday,41,Female,153,47,Married,6,26,35,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5,19,2024-07-06,12:53:00,Saturday,41,Female,153,47,Married,14,15,27,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5,19,2024-07-06,12:54:00,Saturday,41,Female,153,47,Married,2,22,21,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5,19,2024-07-06,12:57:00,Saturday,41,Female,153,47,Married,12,33,22,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
5,19,2024-07-06,12:58:00,Saturday,41,Female,153,47,Married,10,36,28,TRUE,TRUE,TRUE,FALSE,,FALSE
4,19,2024-07-06,13:02:00,Saturday,41,Female,153,47,Married,4,21,39,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,19,2024-07-06,13:07:00,Saturday,41,Female,153,47,Married,15,25,17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
7,19,2024-07-06,13:10:00,Saturday,41,Female,153,47,Married,2,29,24,TRUE,TRUE,FALSE,FALSE,,
7,19,2024-07-06,13:13:00,Saturday,41,Female,153,47,Married,3,22,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4,19,2024-07-06,13:18:00,Saturday,41,Female,153,47,Married,12,33,36,TRUE,TRUE,TRUE,TRUE,FALSE,
4,19,2024-07-06,13:22:00,Saturday,41,Female,153,47,Married,1,65,33,TRUE,TRUE,FALSE,TRUE,FALSE,
4,19,2024-07-06,13:23:00,Saturday,41,Female,153,47,Married,2,63,25,TRUE,TRUE,FALSE,TRUE,FALSE,
2,20,2024-07-06,12:42:00,Saturday,47,Male,178,81,Married,3,38,17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2,20,2024-07-06,12:44:00,Saturday,47,Male,178,81,Married,4,34,17,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,20,2024-07-06,12:45:00,Saturday,47,Male,178,81,Married,8,69,29,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,20,2024-07-06,12:49:00,Saturday,47,Male,178,81,Married,14,18,39,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2,20,2024-07-06,12:50:00,Saturday,47,Male,178,81,Married,4,15,17,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2,20,2024-07-06,12:52:00,Saturday,47,Male,178,81,Married,8,65,27,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2,21,2024-07-06,12:50:00,Saturday,18,Female,154,49,Single,4,28,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,21,2024-07-06,12:52:00,Saturday,18,Female,154,49,Single,7,52,56,TRUE,TRUE,FALSE,TRUE,FALSE,
7,21,2024-07-06,12:55:00,Saturday,18,Female,154,49,Single,7,56,58,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7,21,2024-07-06,12:56:00,Saturday,18,Female,154,49,Single,3,24,30,TRUE,TRUE,FALSE,FALSE,,FALSE
7,21,2024-07-06,12:59:00,Saturday,18,Female,154,49,Single,11,15,17,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2,21,2024-07-06,13:00:00,Saturday,18,Female,154,49,Single,2,18,28,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
4,22,2024-07-06,12:51:00,Saturday,46,Female,162,51,Married,17,27,28,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
